Year,Geography,GeographyType,Indicator,Drug type,Value,ValueType
2018,Roane,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2018,Roane,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2018,Roane,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,27,Rate
2018,Roane,County,Drug Overdose Deaths Involving All Opioids, All Opioids,40,Rate
2018,Roane,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2018,Roane,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2018,Roane,County,All Drug Overdose Deaths,All Drug Overdose Deaths,47,Rate
2018,Roane,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2018,Robertson,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,5,Count
2018,Robertson,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,6,Count
2018,Robertson,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2018,Robertson,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,8,Count
2018,Robertson,County,Drug Overdose Deaths Involving Heroin, Heroin,4,Count
2018,Robertson,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,6,Count
2018,Robertson,County,Drug Overdose Deaths Involving All Opioids, All Opioids,10,Count
2018,Robertson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,2,Count
2018,Robertson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,4,Count
2018,Robertson,County,All Drug Overdose Deaths,All Drug Overdose Deaths,14,Count
2018,Robertson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),5,Count
2018,Robertson,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2018,Robertson,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2018,Robertson,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2018,Robertson,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2018,Robertson,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2018,Robertson,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2018,Robertson,County,Drug Overdose Deaths Involving All Opioids, All Opioids,14,Rate
2018,Robertson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2018,Robertson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2018,Robertson,County,All Drug Overdose Deaths,All Drug Overdose Deaths,20,Rate
2018,Robertson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2018,Rutherford,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,24,Count
2018,Rutherford,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,17,Count
2018,Rutherford,County,Drug Overdose Deaths Involving Cocaine, Cocaine,9,Count
2018,Rutherford,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,44,Count
2018,Rutherford,County,Drug Overdose Deaths Involving Heroin, Heroin,26,Count
2018,Rutherford,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,23,Count
2018,Rutherford,County,Drug Overdose Deaths Involving All Opioids, All Opioids,68,Count
2018,Rutherford,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,15,Count
2018,Rutherford,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,14,Count
2018,Rutherford,County,All Drug Overdose Deaths,All Drug Overdose Deaths,89,Count
2018,Rutherford,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),16,Count
2018,Rutherford,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,8,Rate
2018,Rutherford,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,5,Rate
2018,Rutherford,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2018,Rutherford,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,14,Rate
2018,Rutherford,County,Drug Overdose Deaths Involving Heroin, Heroin,8,Rate
2018,Rutherford,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,7,Rate
2018,Rutherford,County,Drug Overdose Deaths Involving All Opioids, All Opioids,21,Rate
2018,Rutherford,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,5,Rate
2018,Rutherford,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,5,Rate
2018,Rutherford,County,All Drug Overdose Deaths,All Drug Overdose Deaths,28,Rate
2018,Rutherford,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),5,Rate
2018,Scott,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,2,Count
2018,Scott,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,1,Count
2018,Scott,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2018,Scott,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2018,Scott,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2018,Scott,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,1,Count
2018,Scott,County,Drug Overdose Deaths Involving All Opioids, All Opioids,1,Count
2018,Scott,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2018,Scott,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2018,Scott,County,All Drug Overdose Deaths,All Drug Overdose Deaths,3,Count
2018,Scott,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),2,Count
2018,Scott,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2018,Scott,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2018,Scott,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2018,Scott,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2018,Scott,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2018,Scott,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2018,Scott,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2018,Scott,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2018,Scott,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Rate
2018,Scott,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2018,Scott,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2018,Sequatchie,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,1,Count
2018,Sequatchie,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Count
2018,Sequatchie,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2018,Sequatchie,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,2,Count
2018,Sequatchie,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2018,Sequatchie,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,1,Count
2018,Sequatchie,County,Drug Overdose Deaths Involving All Opioids, All Opioids,3,Count
2018,Sequatchie,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2018,Sequatchie,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2018,Sequatchie,County,All Drug Overdose Deaths,All Drug Overdose Deaths,5,Count
2018,Sequatchie,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count
2018,Sequatchie,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2018,Sequatchie,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Rate
2018,Sequatchie,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2018,Sequatchie,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2018,Sequatchie,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2018,Sequatchie,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2018,Sequatchie,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2018,Sequatchie,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2018,Sequatchie,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Rate
2018,Sequatchie,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2018,Sequatchie,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2018,Sevier,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,23,Count
2018,Sevier,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,6,Count
2018,Sevier,County,Drug Overdose Deaths Involving Cocaine, Cocaine,2,Count
2018,Sevier,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,26,Count
2018,Sevier,County,Drug Overdose Deaths Involving Heroin, Heroin,12,Count
2018,Sevier,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,12,Count
2018,Sevier,County,Drug Overdose Deaths Involving All Opioids, All Opioids,38,Count
2018,Sevier,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,20,Count
2018,Sevier,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,6,Count
2018,Sevier,County,All Drug Overdose Deaths,All Drug Overdose Deaths,46,Count
2018,Sevier,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),21,Count
2018,Sevier,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,28,Rate
2018,Sevier,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2018,Sevier,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2018,Sevier,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,33,Rate
2018,Sevier,County,Drug Overdose Deaths Involving Heroin, Heroin,15,Rate
2018,Sevier,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,13,Rate
2018,Sevier,County,Drug Overdose Deaths Involving All Opioids, All Opioids,45,Rate
2018,Sevier,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,25,Rate
2018,Sevier,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2018,Sevier,County,All Drug Overdose Deaths,All Drug Overdose Deaths,52,Rate
2018,Sevier,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),26,Rate
2018,Shelby,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,76,Count
2018,Shelby,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,52,Count
2018,Shelby,County,Drug Overdose Deaths Involving Cocaine, Cocaine,55,Count
2018,Shelby,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,88,Count
2018,Shelby,County,Drug Overdose Deaths Involving Heroin, Heroin,47,Count
2018,Shelby,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,39,Count
2018,Shelby,County,Drug Overdose Deaths Involving All Opioids, All Opioids,123,Count
2018,Shelby,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,55,Count
2018,Shelby,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,45,Count
2018,Shelby,County,All Drug Overdose Deaths,All Drug Overdose Deaths,156,Count
2018,Shelby,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),24,Count
2018,Shelby,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,9,Rate
2018,Shelby,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,6,Rate
2018,Shelby,County,Drug Overdose Deaths Involving Cocaine, Cocaine,6,Rate
2018,Shelby,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,10,Rate
2018,Shelby,County,Drug Overdose Deaths Involving Heroin, Heroin,5,Rate
2018,Shelby,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,4,Rate
2018,Shelby,County,Drug Overdose Deaths Involving All Opioids, All Opioids,14,Rate
2018,Shelby,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,6,Rate
2018,Shelby,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,5,Rate
2018,Shelby,County,All Drug Overdose Deaths,All Drug Overdose Deaths,17,Rate
2018,Shelby,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),3,Rate
2018,Smith,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Count
2018,Smith,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Count
2018,Smith,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2018,Smith,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,2,Count
2018,Smith,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2018,Smith,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,2,Count
2018,Smith,County,Drug Overdose Deaths Involving All Opioids, All Opioids,3,Count
2018,Smith,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2018,Smith,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2018,Smith,County,All Drug Overdose Deaths,All Drug Overdose Deaths,5,Count
2018,Smith,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count
2018,Smith,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Rate
2018,Smith,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Rate
2018,Smith,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2018,Smith,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2018,Smith,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2018,Smith,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2018,Smith,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2018,Smith,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2018,Smith,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Rate
2018,Smith,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2018,Smith,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate
2018,South Central Tennessee,Region,Drug Overdose Deaths Involving All Stimulants, All Stimulants,34,Count
2018,South Central Tennessee,Region,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,36,Count
2018,South Central Tennessee,Region,Drug Overdose Deaths Involving Cocaine, Cocaine,7,Count
2018,South Central Tennessee,Region,Drug Overdose Deaths Involving Fentanyl, Fentanyl,33,Count
2018,South Central Tennessee,Region,Drug Overdose Deaths Involving Heroin, Heroin,14,Count
